index original,text H-ID,witness H-ID,document H-ID,ToCheck,Shelfmark,TRI,textAuthor-freetext,workTitle-freetext,textTitle-freetext,Form,siglum,witness_label,status,Settlement,repository,collection,idno,volume,range_pages,range_views,Digitisation,note,Scripta,Scripta_freetext,Scripta_source,Century,Date,date-freetext,Date-source,jonas_id,arlima_id,Remarques,arlima_ident,arlima_page,arlima_subentry,arlima_ms_reference
1664,,,45817,FALSE,"Paris, Bibliothèque nationale de France, français 10468",Alexandre,,,roman d'Alexandre en prose,prose,,,,Paris,Bibliothèque nationale de France,français,10468,,193r-238v,196-241,https://gallica.bnf.fr/ark:/12148/btv1b9061692k,,,,,,1436,"achevé en 1436 (colophon), 1444 pour les derniers feuillets (Labory 2016)",Jonas,http://jonas.irht.cnrs.fr/manuscrit/72626),https://arlima.net/no/4370,"Deuxième rédaction; numérisation partielle BVMM, https://bvmm.irht.cnrs.fr/iiif/28051/manifest",,,420,Le roman d'Alexandre en prose
1665,,,45862,FALSE,"Paris, Bibliothèque nationale de France, français 1373",Alexandre,,,roman d'Alexandre en prose,prose,,,,Paris,Bibliothèque nationale de France,français,1373,,1r-160v,9-328,https://gallica.bnf.fr/ark:/12148/btv1b52513251z,,,,,,1401-1500,XVe siècle,Arlima,http://jonas.irht.cnrs.fr/manuscrit/78299,https://arlima.net/no/4621,,,,420,Le roman d'Alexandre en prose
1666,,,45832,FALSE,"Paris, Bibliothèque nationale de France, français 1385",Alexandre,,,roman d'Alexandre en prose,prose,,,,Paris,Bibliothèque nationale de France,français,1385,,1r-72v,8 à 80,https://gallica.bnf.fr/ark:/12148/btv1b90580769,"première rédaction, incomplet de la fin",,Italie(Naples),Jonas,,1251-1300,Deuxième moitié XIIIe siècle,Jonas,,https://arlima.net/no/4620,Localisation d'après bibliographie,,,420,Le Roman d'Alexandre en prose
1667,,,45755,FALSE,"Paris, Bibliothèque nationale de France, français 1418",Alexandre,,,roman d'Alexandre en prose,prose,,,,Paris,Bibliothèque nationale de France,français,1418,,1r-97v,7-200,https://gallica.bnf.fr/ark:/12148/btv1b525130980,,,Centre de la France,Jonas,,1401-1500,Xve siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/78300,https://arlima.net/no/4475,,,,420,Le Roman d'Alexandre en prose
1668,,,45086,FALSE,"Stockholm, Kungliga Biblioteket (Bibl. royale), V.u.20 (anc. 51)",Alexandre,,,roman d'Alexandre en prose,prose,,,,Stockholm,Kungliga Biblioteket (Bibl. royale),,V.u.20 (anc. fr. 51),,,,,,,,,,1341-1360,milieu du 14e,Jonas,https://jonas.irht.cnrs.fr/manuscrit/78301,,,,,,
1669,,,45426,FALSE,"Tours, Bibliothèque municipale, 954",Alexandre,,,roman d'Alexandre en prose,prose,,,,Tours,Bibliothèque municipale,,954,,68r-127v,,NON NUMERISE,Manuscrit détruit lors des bombardements du 19 juin 1940,,,,,1358,1358,Jonas,https://jonas.irht.cnrs.fr/manuscrit/60328,https://arlima.net/no/4483,,,,420,Le Roman d'Alexandre en prose
1651,,,45930,FALSE,"Paris, Bibliothèque nationale de France, français 368",Alexandre,,roman d'Alexandre,Voyage d'Alexandre au Paradis terrestre,prose,,,,Paris,Bibliothèque nationale de France,français,368,,117v-119r,128-129,https://gallica.bnf.fr/ark:/12148/btv1b90600192,,,,,,1301-1313,"Première moitié du XIVe siècle, avant 1313",Arlima/Jonas,http://jonas.irht.cnrs.fr/manuscrit/45523,https://arlima.net/no/633,,,,2139,Le voyage d'Alexandre au paradis terrestre
26,586,,45669,FALSE,"Bern, Burgerbibliothek, 296",Aliscans,,,Aliscans,verse,E/C (Rolin),E/C (Rolin),,Bern,Burgerbibliothek,,296,,36v,,NON NUMÉRISÉ,,pic. or.,"pic., pic.or. 3et. 13es.",DÉAF,,1251-1300,Seconde moitié du XIIIe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/8164,https://arlima.net/no/7215,,,,252,Aliscans
,586,,48578,,"BOLOGNA, Archivio di Stato, fonds principal  mem. Provv. reg. 786 ",Aliscans,,,Aliscans,verse,,,fragment,Bologna,Archivio di Stato,, mem. Provv. reg. 786 ,,,,,,,,,,1201-1300,13e s.,Jonas,http://jonas.irht.cnrs.fr/manuscrit/83877,,,,,,
27,586,,46157,FALSE,"Boulogne-sur-Mer, Bibliothèque municipale, 192",Aliscans,,,Aliscans,verse,C/f (Rolin),C/f (Rolin),,Boulogne-sur-Mer,Bibliothèque municipale,Saint-Bertin,192,,93r-140r,98-145,https://bvmm.irht.cnrs.fr/consult/consult.php?reproductionId=12033,,art.,"Paris (Arlima) / Picardie (Jonas), art. 1295",DÉAF,,1295,Achevé le 16 avril 1295,Jonas,http://jonas.irht.cnrs.fr/manuscrit/9587,https://arlima.net/no/5829,,,,252,Aliscans
28,586,,45272,FALSE,"Cambridge, University Library, Additional 2751 (4)",Aliscans,,,Aliscans,verse,,,fragment,Cambridge,University Library,Additional,2751 (4),,,,NON NUMÉRISÉ,Ensemble de fragments provenant d'un même ms. Voir la note de M. Murjanoff et les planches des fragments des 2 recueils qui l'accompagne. Les fragments de Cambridge ont été retrouvés dans un lot de mss. hébraïques provenant du Caire en 1897 ; les fragments de Saint-Pétersbourg ont aussi été retrouvés dans un fonds oriental.,,,,,1201-1250,Première moitié du XIIIe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/13292,https://arlima.net/no/8018,,,,252,Aliscans
30,586,,45714,TRUE,"Clermont-Ferrand, Bibliothèque municipale, 279",Aliscans,,,Aliscans,verse,,,fragment,Clermont-Ferrand,Bibliothèque municipale,,279,,?,,https://bvmm.irht.cnrs.fr/consult/consult.php?REPRODUCTION_ID=12126,,,,,,1401-1420,Début du XVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/16878,,Numérisation partielle,,,252,Aliscans
31,586,,45836,TRUE,"Lincoln, Lincolnshire Archives Office, Maddison Deposit 2 / 6",Aliscans,,,Aliscans,verse,,,fragment,Lincoln,Lincolnshire Archives Office,Maddison Deposit,2 / 6,,,,NON NUMÉRISÉ,Fragment de deux feuillets,,,,,1201-1400,XIIIe-XIVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/78275,,,,,252,Aliscans
33,586,,46126,TRUE,"Lisboa, Biblioteca nacional de Portugal, 0258.42",Aliscans,,,Aliscans,verse,,,fragment,Lisboa,Biblioteca nacional,258.42,,,1ra-2ra,,NON NUMÉRISÉ,Fragment de deux feuillets,,,,,1201-1300,XIIIe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/73182,,,,,252,Aliscans
35,586,,45613,FALSE,"London, British Library, Royal 20.D.XI",Aliscans,,,Aliscans,verse,B1/L (Rolin),B1/L (Rolin),,London,British Library,Royal,20 D XI,,140vc-166r,,NON NUMÉRISÉ,,frc.: Paris,"traits pic., prob. Paris ca. 1335",DÉAF,,1301-1350,Première moitié du XIVe siècle,Allen,http://jonas.irht.cnrs.fr/manuscrit/31259,https://arlima.net/no/3776,,,,252,Aliscans
37,586,,45293,FALSE,"Milano, Biblioteca Trivulziana, 1025",Aliscans,,,Aliscans,verse,A4/T (Rolin),,,Milano,Biblioteca Trivulziana,,1025,,,,NON NUMÉRISÉ,,frc.,frc. 3et. 13es.,DÉAF,,1267-1300,Dernier tiers du XIIIe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/35143,https://arlima.net/no/5828,,,,252,Aliscans
38,586,,45356,FALSE,"Oxford, Bodleian Library, french e. 32",Aliscans,,,Aliscans,verse,P (Rolin),P (Rolin),,Oxford,Bodleian Library,French,32,,28r-147v,,NON NUMÉRISÉ,"Anc. ms. Cheltenham, Sir Thomas Phillipps, n° 25074.",,"Est ou Nord-Est de la France, N.-E. ca. 1200",DÉAF,,1191-1220,Début du XIIIe siècle au plus tard,Arlima,http://jonas.irht.cnrs.fr/manuscrit/72934,https://arlima.net/no/7216,,,,252,Aliscans
39,586,,45648,FALSE,"Paris, Bibliothèque nationale de France, Arsenal 6562",Aliscans,,,Aliscans,verse,ars/a (Rolin),ars/a (Rolin),,Paris,Bibliothèque nationale de France,Arsenal,6562,,1r-118v,23-260,https://gallica.bnf.fr/ark:/12148/btv1b52509007k,,pic.,pic. 1erq. 13es.,DÉAF,,1221-1230,Environ 1225,Allen,http://jonas.irht.cnrs.fr/manuscrit/43080,https://arlima.net/no/7214,,,,252,Aliscans
40,586,,45711,FALSE,"Paris, Bibliothèque nationale de France, français 1448",Aliscans,,,Aliscans,verse,D/e (Rolin),D/e (Rolin),,Paris,Bibliothèque nationale de France,français,1448,,216r-272r,223-279,https://gallica.bnf.fr/ark:/12148/btv1b9058891r,,lorr. mérid.,"Lorraine Sud, lorr.mérid. 3eq. 13es.",DÉAF,,1241-1260,Milieu du XIIIe siècle,Allen,http://jonas.irht.cnrs.fr/manuscrit/45611,https://arlima.net/no/2438,,,,252,Aliscans
41,586,,45816,FALSE,"Paris, Bibliothèque nationale de France, français 1449",Aliscans,,,Aliscans,verse,A2/b (Rolin),A2/b (Rolin),mutilated,Paris,Bibliothèque nationale de France,français,1449,,92r-142v,104-161,https://gallica.bnf.fr/ark:/12148/btv1b90598964,Incomplet du début et de la fin.,frc.,"Ile-de-France, frc. 3eq. 13es.","Jonas, DÉAF",,1241-1260,Milieu du XIIIe siècle,Allen,http://jonas.irht.cnrs.fr/manuscrit/45612,https://arlima.net/no/2460,,,,252,Aliscans
42,586,,45877,FALSE,"Paris, Bibliothèque nationale de France, français 24369",Aliscans,,,Aliscans,verse,B2/V (Rolin),B2/V (Rolin),,Paris,Bibliothèque nationale de France,français,24369,"24369-24270, t. 1",197r-242v,401-492,https://gallica.bnf.fr/ark:/12148/btv1b60005272,,,France,Mandragore,,1301-1320,Début du XIVe siècle,Allen,http://jonas.irht.cnrs.fr/manuscrit/45910,https://arlima.net/no/2437,,,,252,Aliscans
43,586,,46031,FALSE,"Paris, Bibliothèque nationale de France, français 2494",Aliscans,,,Aliscans,verse,F/d (Rolin),F/d (Rolin),,Paris,Bibliothèque nationale de France,français,2494,,1r-165v,4-171,https://gallica.bnf.fr/ark:/12148/btv1b9059912s,,,francien avec quelques traits picards; pic. 1em. 13es.,"Jonas, DÉAF",,1226-1250,Deuxième quart du XIIIe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/45682,https://arlima.net/no/5163,Localisation par la langue,,,252,Aliscans
44,586,,46033,TRUE,"Paris, Bibliothèque nationale de France, français 2861",Aliscans,,,Aliscans,verse,,,,Paris,Bibliothèque nationale de France,français,2861,,203r-v,206-207,https://gallica.bnf.fr/ark:/12148/btv1b90606446,Extrait,,,,,1461-1470,Après 1461,Jonas,http://jonas.irht.cnrs.fr/manuscrit/75176,,,,,252,Aliscans
45,586,,45930,FALSE,"Paris, Bibliothèque nationale de France, français 368",Aliscans,,,Aliscans,verse,A3/B (Rolin),A3/B (Rolin),,Paris,Bibliothèque nationale de France,français,368,,189vc-218rc,205-234,https://gallica.bnf.fr/ark:/12148/btv1b90600192,,lorr.,lorr. 1em. 14es.,DÉAF,,1301-1313,"Première moitié du XIVe siècle, avant 1313",Arlima/Jonas,http://jonas.irht.cnrs.fr/manuscrit/45523,https://arlima.net/no/633,,,,252,Aliscans
46,586,,45746,FALSE,"Paris, Bibliothèque nationale de France, français 774",Aliscans,,,Aliscans,verse,A1/A (Rolin),A1/A (Rolin),,Paris,Bibliothèque nationale de France,français,774,,81r-98v,86-104,https://gallica.bnf.fr/ark:/12148/btv1b9060553t,,,"frc., faibles traits du N.-E., 3eq. 13es",,,1251-1300,Seconde moitié du XIIIe siècle,Allen,http://jonas.irht.cnrs.fr/manuscrit/45550,https://arlima.net/no/2330,,,,252,Aliscans
47,586,,45742,FALSE,"Paris, Bibliothèque nationale de France, français 796",Aliscans,,,Aliscans,verse,,,citation,Paris,Bibliothèque nationale de France,français,796,,242vb-288ra,253-299,https://gallica.bnf.fr/ark:/12148/btv1b9058183s,citation de 17v dans le Guillaume d'Orange en prose,,,,,1466,1466,Jonas,http://jonas.irht.cnrs.fr/manuscrit/72901,https://arlima.net/no/2825,,,,252,Aliscans
48,586,,46067,FALSE,"Paris, Bibliothèque nationale de France, NAF 934",Aliscans,,,Aliscans,verse,,,fragment,Paris,Bibliothèque nationale de France,nouvelles acquisitions françaises,934,,f. 4r-7v,11-18,https://gallica.bnf.fr/ark:/12148/btv1b6000370c,Quatre fragments.,,,,,1301-1400,XIVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/48075,https://arlima.net/no/2335,Possiblement une version remaniée concaténée avec le moniage Rainouart.,,,252,Aliscans
49,586,,,TRUE,"Sankt-Peterburg, National Library, fr. 8° v. XIV. 6",Aliscans,,,Aliscans,verse,,,fragment,Sankt-Peterburg,National Library,fr.,8° v. XIV. 6,,,,NON NUMÉRISÉ,Ensemble de fragments provenant d'un même ms. Voir la note de M. Murjanoff et les planches des fragments des 2 recueils qui l'accompagne. Les fragments de Cambridge ont été retrouvés dans un lot de mss. hébraïques provenant du Caire en 1897 ; les fragments de Saint-Pétersbourg ont aussi été retrouvés dans un fonds oriental.,,,,,1201-1250,Première moitié  du XIIIe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/13292,,"Unit CAMBRIDGE, University Library, Addit. 2751 + Sankt-Peterburg, National Library, fr. O. v. XIV. 6",,,252,Aliscans
50,586,,45120,FALSE,"Venezia, Biblioteca nazionale Marciana, fr. Z. 8 (= 52)",Aliscans,,,Aliscans,verse,M,,,Venezia,Biblioteca nazionale Marciana,fr.,Z. 8 (= 52),,,,NON NUMÉRISÉ,,francoit.,francoit. mil. 14es.,DEAF,,1351-1400,Deuxième moitié du XIVe siècle ,Jonas,http://jonas.irht.cnrs.fr/manuscrit/68328,https://arlima.net/no/4573,,,,252,Aliscans
51,48543,,47596,FALSE,"Città del Vaticano, BAV, Palatini latini 1971",Amadas et Ydoine,,,Amadas et Ydoine,,V,V,,Città del Vaticano,Biblioteca Apostolica Vaticana,Palatini latini,1971,,61ra-68vb,61r-68v,https://digi.vatlib.it/view/MSS_Pal.lat.1971,,agn.,Angleterre,DEAF,,1241-1260,Milieu du XIIIe siècle,Arlima,http://jonas.irht.cnrs.fr/manuscrit/65651,https://arlima.net/no/4632,,,,709,Amadas et Ydoine
52,48543,,45427,FALSE,"Goettingen, Niedersächsische Staats-und Universitätsbibliothek, Philos. 184",Amadas et Ydoine,,,Amadas et Ydoine,,G,G,fragment,Goettingen,Niedersächsische Staats-und Universitätsbibliothek,Philos.,184,,1ra-2vb,,NON NUMÉRISÉ,Fragments de 140 et 146 vers,agn.,Angleterre,DEAF,,1201-1250,Première moitié du XIIIe siècle,Arlima,http://jonas.irht.cnrs.fr/manuscrit/65651,https://arlima.net/no/10907,"Unit with:   ""VATICANO (CITTA DEL), Biblioteca apostolica Vaticana, Pal. lat. 1971; GOETTINGEN, Niedersächsische Staats-und Universitätsbibliothek, Philol. 184: IV",,,709,Amadas et Ydoine
53,48543,,45925,FALSE,"Paris, Bibliothèque nationale de France, français 375",Amadas et Ydoine,,,Amadas et Ydoine,,P,P,,Paris,Bibliothèque nationale de France,français,375,,314rd-331va,639-674,https://gallica.bnf.fr/ark:/12148/btv1b10510319x,,,région d’Arras,DEAF,,1288,"Achevé le 2 février 1288, mais Jonas dit 1289-1317",Arlima,http://jonas.irht.cnrs.fr/manuscrit/45527,https://arlima.net/no/527,,,,709,Amadas et Ydoine
54,588,,45960,FALSE,"Paris, Bibliothèque nationale de France, français 860",Ami et Amile,,,Ami et Amile (Version continentale en décasyllabes),verse,,,,Paris,Bibliothèque nationale de France,français,860,,93ra-111ra,197-233,https://gallica.bnf.fr/ark:/12148/btv1b104658206,,,Lorraine ou Picardie (Laon?),Jonas,,1256-1295,"vers 1260, ou 1265-1290 pour Rejhon, 2001",Jonas,http://jonas.irht.cnrs.fr/manuscrit/45573,https://arlima.net/no/3248,,,,382,Ami et Amile
55,48581,,45406,FALSE,"Lille, Bibliothèque municipale, 130",Ami et Amile,,,Ami et Amile (Version de Lille),prose,,,,Lille,Bibliothèque municipale,,130,,75va-78va,81-84,https://bvmm.irht.cnrs.fr/consult/consult.php?reproductionId=11331,,,Normandie,Jonas,,1301-1400,XIVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/28847,,Localisation d'après bibliographie,,,382,Ami et Amile
56,589,,45318,FALSE,"Arras, Bibliothèque municipale, 704",Ami et Amile,,,Ami et Amile (Version en alexandrins),verse,A,A,mutilated,Arras,Bibliothèque municipale,,704,,2r-192v,9-390,https://bvmm.irht.cnrs.fr/mirador/index.php?manifest=https://bvmm.irht.cnrs.fr/iiif/35364/manifest,acéphale(un recto),,,,,1401-1500,XVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/3480,,,,,382,Ami et Amile
57,589,,45468,FALSE,"Basel, Öffentliche Bibliothek der Universität, F. IV. 44",Ami et Amile,,,Ami et Amile (Version en alexandrins),verse,B,B,mutilated,Basel,Öffentliche Bibliothek der Universität,,F. IV. 44,,1r-72v,1r-72v,https://www.e-codices.unifr.ch/en/ubb/F-IV-0044/1r,acephale,,,,,1425,1425,Jonas,http://jonas.irht.cnrs.fr/manuscrit/78277,,,,,382,Ami et Amile
58,589,,45099,FALSE,"Chantilly, Bibliothèque du Château, 471 (618)",Ami et Amile,,,Ami et Amile (Version en alexandrins),verse,C,C,,Chantilly,Bibliothèque du Château,,471 (618),,1r-160r,,NON NUMÉRISÉ,,,,,,1401-1500,XVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/14804,https://arlima.net/no/6422,,,,382,Ami et Amile
59,589,,45869,FALSE,"Città del Vaticano, BAV, Ottoboni latini 909",Ami et Amile,,,Ami et Amile (Version en alexandrins),verse,,,,Città del Vaticano,Biblioteca Apostolica Vaticana,Ottoboni latini,909,,49-102,49-102,https://digi.vatlib.it/view/MSS_Ott.lat.909,,,,,,1381-1400,fin du XIVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/76727,,,,,382,Ami et Amile
60,589,,45920,FALSE,"Paris, Bibliothèque nationale de France, français 12547",Ami et Amile,,,Ami et Amile (Version en alexandrins),verse,P,P,,Paris,Bibliothèque nationale de France,français,12547,,1r-162r,3-165,https://gallica.bnf.fr/ark:/12148/btv1b90617013,,,,,,1446-1455,Vers 1450,Jonas,http://jonas.irht.cnrs.fr/manuscrit/45795,https://arlima.net/no/4924,,,,382,Ami et Amile
61,587,,,FALSE,"Cambridge, Corpus Christi College, 50",Ami et Amile,,,Amis et Amiloun,verse,,,,Cambridge,Corpus Christi College,,50,,,,https://parker.stanford.edu/parker/catalog/sp968bx9690,,agn.,anglo-normand,Jonas,,1251-1300,2e moitié du 13e s.,Jonas,http://jonas.irht.cnrs.fr/manuscrit/12118,,,,,,
62,587,,45813,FALSE,"Karlsruhe, Badische Landesbibl., 345",Ami et Amile,,,Amis et Amiloun,verse,,,,Karlsruhe,Badische Landesbibl.,,345,,,,https://digital.blb-karlsruhe.de/i3f/v20/72424/manifest,,agn.,anglo-normand,Jonas,,1301-1400,14e s.,Jonas,https://jonas.irht.cnrs.fr/manuscrit/74666,,,,,,
63,587,,45604,FALSE,"London, British Library, Royal 12 C.XII",Ami et Amile,,,Amis et Amiloun,verse,,,,London,British Library,Royal,12 C.XII,,,,,,,,,,1326-1350,"2e quart du 14e s. (1337-1338 d'après Lecco, 2012)",Jonas,http://jonas.irht.cnrs.fr/manuscrit/31152,,,,,,
64,713,,45205,FALSE,"Durham, University Library, Cosin V. II. 17",Anseïs de Carthage,,,Anseïs de Carthage,verse,,,,Durham,University Library,,Cosin V. II. 17,,3-54 et 134-141,,NON NUMÉRISÉ,,,,,,1281-1300,Fin du XIIIe siècle,,http://jonas.irht.cnrs.fr/manuscrit/19774,https://arlima.net/no/8411,,,,736,Anseïs de Carthage
65,713,,45307,FALSE,"Lyon, Bibliothèque de l'Académie, Palais des Arts 59",Anseïs de Carthage,,,Anseïs de Carthage,verse,D,D,,Lyon,Bibliothèque de l'Académie,Palais des Arts,59,,1r-91r,,https://bvmm.irht.cnrs.fr/mirador/index.php?manifest=https://bvmm.irht.cnrs.fr/iiif/12581/manifest,,,,,,1201-1300,XIIIe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/32022,https://arlima.net/no/6385,Numérisation partielle :décor (3 feuillets sur 91),,,736,Anseïs de Carthage
66,713,,45906,FALSE,"Paris, Bibliothèque nationale de France, français 12548",Anseïs de Carthage,,,Anseïs de Carthage,verse,B,B,,Paris,Bibliothèque nationale de France,français,12548,,1-78v,4-84,https://gallica.bnf.fr/ark:/12148/btv1b9061047p,,,,,,1201-1300,XIIIe siècle,Arlima,http://jonas.irht.cnrs.fr/manuscrit/45796,https://arlima.net/no/4270,,,,736,Anseïs de Carthage
67,713,,45930,FALSE,"Paris, Bibliothèque nationale de France, français 368",Anseïs de Carthage,,,Anseïs de Carthage,verse,E,E,fragment,Paris,Bibliothèque nationale de France,français,368,,275ra-280rc,296-301,https://gallica.bnf.fr/ark:/12148/btv1b90600192,,,,,,1301-1313,"Première moitié du XIVe siècle, avant 1313",Arlima/Jonas,http://jonas.irht.cnrs.fr/manuscrit/45523,https://arlima.net/no/633,,,,736,Anseïs de Carthage
68,713,,45744,FALSE,"Paris, Bibliothèque nationale de France, français 793",Anseïs de Carthage,,,Anseïs de Carthage,verse,A,A,,Paris,Bibliothèque nationale de France,français,793,,1r-72v,13-155,https://gallica.bnf.fr/ark:/12148/btv1b84525424,,,Picardie ou Wallonie,Jonas,,1276-1305,vers 1280-1300,Jonas,http://jonas.irht.cnrs.fr/manuscrit/45555,https://arlima.net/no/2340,,,,736,Anseïs de Carthage
69,713,,46082,FALSE,"Paris, Bibliothèque nationale de France, NAF 5094",Anseïs de Carthage,,,Anseïs de Carthage,verse,,,fragment,Paris,Bibliothèque nationale de France,nouvelles acquisitions françaises,5094,,41-42,89-90,https://gallica.bnf.fr/ark:/12148/btv1b6000371s,20 vers,,,,,1201-1400,XIIIe-XIVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/48114,https://arlima.net/no/6381,,,,736,Anseïs de Carthage
70,713,,,FALSE,"Sees, Bibliothèque de l'Evêché, 14 (T. o. 3), 17 (T. q. 10), 19 (T. q. 12), 22 (T. f. 27) (gardes)",Anseïs de Carthage,,,Anseïs de Carthage,verse,,,fragment,Sées,Bibliothèque de l'Évêché,,"14 (T. o. 3), 17 (T. q. 10), 19 (T. q. 12), 22 (T. f. 27) (gardes)",,,,"https://bvmm.irht.cnrs.fr/mirador/index.php?manifest=https://bvmm.irht.cnrs.fr/iiif/23893/manifest,https://bvmm.irht.cnrs.fr/mirador/index.php?manifest=https://bvmm.irht.cnrs.fr/iiif/23913/manifest",Feuillets de remploi :	vv.895-1076,,,,,1226-1300,"13e s. (1er quart, au plus tôt)",Jonas,http://jonas.irht.cnrs.fr/manuscrit/75781,,,,,736,Anseïs de Carthage
71,591,,48583,FALSE,"Imola, Biblioteca Comunale, 134.A.A5, n.9 (6)",Anseïs de Carthage,,,Anseïs de Carthage franco-italien,verse,,,fragment,Imola,Biblioteca Comunale,,"134.A.A5, n.9 (6)",,,,,"Un second fragment, olim Archivio di Stato di Bologna, est aujourd'hui perdu.",,,,,1281-1320,Fin XIIIe - début XIVe,Rialfri, http://jonas.irht.cnrs.fr/manuscrit/83815,,,,,,
